192.188.107.0/24,AU,AU-SA,Adelaide,
202.12.87.0/22,AU,AU-SA,Adelaide,
203.0.12.0/23,AU,AU-SA,Adelaide,
203.3.124.0/22,AU,AU-SA,Adelaide,
203.4.226.0/24,AU,AU-SA,Adelaide,
203.11.114.0/24,GB,GB-ENG,London,
203.12.236.0/22,AU,AU-SA,Adelaide,
203.14.152.0/22,AU,AU-SA,Adelaide,
203.14.156.0/23,AU,AU-NSW,Glendale
203.14.158.0/23,AU,AU-SA,Adelaide
203.27.126.0/24,AU,AU-SA,Adelaide,

